loan_id,grade,purpose,state,loan_amount,interest_rate,default_flag,pred_default_probability,risk_band
102404,B,debt_consolidation,CA,17850.0,0.05,0,0.2596919672314321,Low
102405,E,small_business,GA,21138.0,0.1706,1,0.681405795366385,High
102406,D,medical,FL,15160.0,0.1259,1,0.5047131789841522,Medium
102407,C,small_business,WA,12924.0,0.153,1,0.727241531365683,High
102408,C,small_business,CA,23072.0,0.1075,1,0.9345585443970345,High
102409,E,debt_consolidation,CA,22478.0,0.1399,1,0.6927920932938079,High
102410,D,debt_consolidation,NY,14883.0,0.1217,0,0.5323624753107985,Medium
102411,C,home_improvement,CA,3113.0,0.1295,1,0.5011556792537146,Medium
102412,C,home_improvement,NC,22107.0,0.0867,0,0.5687746879087214,Medium
102413,A,home_improvement,CA,11094.0,0.05,0,0.33458522002367175,Medium
102414,D,education,IL,19929.0,0.1365,0,0.7356848398521536,High
102415,E,small_business,NY,19360.0,0.1054,0,0.5824102676313022,Medium
102416,B,home_improvement,TX,1000.0,0.0797,0,0.10790687336731807,Low
102417,B,small_business,TX,18730.0,0.0745,0,0.3973348012141639,Medium
102418,B,debt_consolidation,NY,22631.0,0.0847,0,0.28709737920388995,Low
102419,B,debt_consolidation,CA,23734.0,0.05,0,0.2047288964583992,Low
102420,E,debt_consolidation,IL,19056.0,0.1357,1,0.6195703694735516,High
102421,D,medical,TX,1000.0,0.0687,0,0.05514584253093772,Low
102422,C,small_business,CA,29494.0,0.1015,1,0.5955710261401278,Medium
102423,A,medical,CA,21699.0,0.05,0,0.1277410918192322,Low
102424,B,medical,NC,7170.0,0.1063,1,0.41872042978653096,Medium
102425,D,debt_consolidation,TX,10910.0,0.0941,1,0.5367023959801993,Medium
102426,B,small_business,IL,20081.0,0.1053,0,0.5819237520448057,Medium
102427,B,medical,FL,24118.0,0.0744,1,0.39272863091213844,Medium
102428,F,education,FL,13608.0,0.1978,1,0.8696025077288794,High
102429,C,home_improvement,GA,25430.0,0.0852,1,0.7170284175999313,High
102430,D,debt_consolidation,WA,1865.0,0.1627,0,0.3804385050167746,Medium
102431,A,medical,IL,8618.0,0.0582,0,0.26139214275680134,Low
102432,B,debt_consolidation,TX,1000.0,0.0567,0,0.09458661955045292,Low
102433,E,debt_consolidation,GA,9923.0,0.1195,1,0.49719751135695517,Medium
102434,D,home_improvement,CA,31573.0,0.1363,1,0.8674165639442487,High
102435,D,small_business,IL,36520.0,0.1825,1,0.9278830031978612,High
102436,C,medical,IL,20111.0,0.0963,1,0.5652914366371766,Medium
102437,B,education,NC,12254.0,0.0575,0,0.2778771776500275,Low
102438,C,debt_consolidation,TX,16005.0,0.1032,0,0.5547810373223429,Medium
102439,A,education,NY,22260.0,0.05,0,0.10381837747743579,Low
102440,B,medical,CA,3933.0,0.0661,0,0.19224178777587342,Low
102441,C,medical,TX,12848.0,0.1475,0,0.7058856467648539,High
102442,A,education,NC,30914.0,0.1045,0,0.5576284507876677,Medium
102443,B,medical,CA,8589.0,0.0606,0,0.2418801279890736,Low
102444,B,debt_consolidation,GA,11259.0,0.0944,0,0.2929214831954581,Low
102445,B,home_improvement,NC,18119.0,0.05,0,0.19922800469015908,Low
102446,E,education,CA,20548.0,0.2063,1,0.9310260037885255,High
102447,E,debt_consolidation,NY,12375.0,0.1255,0,0.5700959562966792,Medium
102448,B,education,NC,18693.0,0.0724,0,0.4265446022492462,Medium
102449,B,small_business,WA,23471.0,0.0881,0,0.5659745069317013,Medium
102450,E,medical,CA,35653.0,0.1673,1,0.6587123559502026,High
102451,B,home_improvement,GA,16864.0,0.0673,0,0.3924045393944921,Medium
102452,D,education,GA,17628.0,0.1333,1,0.559229276963692,Medium
102453,A,debt_consolidation,NY,31747.0,0.0532,0,0.24697583092843403,Low
102454,D,small_business,FL,13058.0,0.1024,0,0.4076946579234311,Medium
102455,B,home_improvement,NY,6081.0,0.0529,0,0.24321390242056218,Low
102456,D,home_improvement,IL,20252.0,0.1425,1,0.743184556141352,High
102457,C,debt_consolidation,GA,27686.0,0.1491,0,0.8518547924315739,High
102458,B,medical,WA,21249.0,0.062,0,0.41666100875988743,Medium
102459,C,debt_consolidation,NC,17127.0,0.1118,0,0.4895779621992434,Medium
102460,C,debt_consolidation,CA,4964.0,0.0963,1,0.2805809324889486,Low
102461,F,home_improvement,NC,17475.0,0.1969,0,0.7705769725104579,High
102462,C,medical,NC,29098.0,0.1101,1,0.7021605926198782,High
102463,B,education,FL,6893.0,0.1134,1,0.3709486734551957,Medium
102464,C,education,TX,15797.0,0.1034,1,0.5408054744492532,Medium
102465,B,medical,TX,14513.0,0.0848,0,0.2967300419268251,Low
102466,E,medical,NC,11721.0,0.1371,0,0.49244080187330314,Medium
102467,D,small_business,CA,20231.0,0.0928,1,0.3801810314802828,Medium
102468,A,home_improvement,CA,21990.0,0.0709,0,0.5235088969155424,Medium
102469,C,small_business,CA,21895.0,0.1066,1,0.3414958408366625,Medium
102470,D,small_business,TX,9209.0,0.1206,1,0.5304388032821458,Medium
102471,B,small_business,GA,3186.0,0.1395,1,0.6682913975036873,High
102472,C,education,CA,20361.0,0.1086,0,0.6371165950176759,High
102473,C,home_improvement,NC,13447.0,0.0743,0,0.3173108434162506,Medium
102474,C,debt_consolidation,FL,34545.0,0.0967,1,0.5505444257964122,Medium
102475,C,medical,IL,34961.0,0.0534,0,0.37796533141980426,Medium
102476,C,home_improvement,IL,35916.0,0.1219,1,0.6277935264132007,High
102477,D,debt_consolidation,GA,9539.0,0.0861,0,0.37468362013634826,Medium
102478,C,debt_consolidation,WA,23124.0,0.0608,1,0.4761574643345957,Medium
102479,D,medical,CA,25839.0,0.1285,0,0.8759566836877637,High
102480,C,education,GA,24825.0,0.0764,0,0.4828940729479239,Medium
102481,D,home_improvement,CA,14810.0,0.1229,0,0.5406654522232254,Medium
102482,B,medical,IL,29512.0,0.05,0,0.2751563979673428,Low
102483,C,debt_consolidation,GA,18004.0,0.0902,0,0.44376881626152304,Medium
102484,C,debt_consolidation,IL,19153.0,0.05,1,0.1466844994644342,Low
102485,B,small_business,FL,4159.0,0.0636,0,0.1683576201819014,Low
102486,A,small_business,NY,23803.0,0.0751,0,0.4649730679314533,Medium
102487,C,debt_consolidation,GA,15656.0,0.1008,0,0.5315201718729018,Medium
102488,A,medical,WA,22183.0,0.0652,0,0.2200129644881792,Low
102489,C,medical,GA,20116.0,0.1607,1,0.7613744862527845,High
102490,C,debt_consolidation,NC,19628.0,0.1006,0,0.6359577952712159,High
102491,C,home_improvement,IL,17589.0,0.1177,1,0.6518247627975151,High
102492,F,education,NY,25079.0,0.1699,1,0.9084658621704088,High
102493,E,home_improvement,IL,16210.0,0.1299,1,0.473475677362882,Medium
102494,F,small_business,NY,4903.0,0.174,0,0.6180761990850044,High
102495,F,small_business,TX,23121.0,0.2064,1,0.9085893438876772,High
102496,A,debt_consolidation,NY,10719.0,0.0858,1,0.35276505404152697,Medium
102497,B,education,FL,6082.0,0.0924,1,0.29859170320394496,Low
102498,B,education,TX,8800.0,0.0787,0,0.39916916930781676,Medium
102499,A,small_business,NY,20550.0,0.05,0,0.10572567808167546,Low
102500,E,debt_consolidation,IL,17131.0,0.1421,1,0.6373601806061985,High
102501,E,education,TX,1000.0,0.1487,1,0.2858033045498392,Low
102502,C,debt_consolidation,CA,14547.0,0.0873,1,0.45429855228201216,Medium
102503,E,medical,GA,28523.0,0.1525,1,0.5994922605429988,Medium
102504,D,medical,GA,13938.0,0.1411,0,0.6808699527470238,High
102505,C,small_business,NY,16511.0,0.1137,0,0.268979442189035,Low
102506,B,debt_consolidation,TX,27387.0,0.0863,0,0.6310159197699385,High
102507,F,education,FL,25159.0,0.2442,1,0.9338339004922193,High
102508,D,medical,TX,27196.0,0.136,1,0.965862680148603,High
102509,B,home_improvement,NC,1000.0,0.05,0,0.06590492346295354,Low
102510,A,home_improvement,CA,33602.0,0.0651,1,0.36503647802348305,Medium
102511,D,small_business,IL,23728.0,0.0976,0,0.3270812709679312,Medium
102512,D,debt_consolidation,FL,40153.0,0.1654,1,0.9981975592710989,High
102513,C,home_improvement,FL,10959.0,0.1333,0,0.6086841937850591,High
102514,F,education,GA,2129.0,0.2126,0,0.5448551865162465,Medium
102515,C,education,NY,18065.0,0.1012,1,0.3268882527366093,Medium
102516,E,home_improvement,NC,15522.0,0.1583,1,0.717050147700889,High
102517,C,medical,NC,23883.0,0.1085,0,0.500373136888726,Medium
102518,D,medical,FL,27674.0,0.1437,0,0.7592059143020206,High
102519,E,home_improvement,FL,17214.0,0.1472,0,0.6520306747517934,High
102520,D,home_improvement,TX,15834.0,0.0802,0,0.5698056747161813,Medium
102521,B,debt_consolidation,GA,22704.0,0.1012,0,0.3076417197830027,Medium
102522,E,education,WA,15693.0,0.1427,0,0.6385589161128002,High
102523,C,home_improvement,FL,14940.0,0.1374,1,0.5611963016044127,Medium
102524,A,debt_consolidation,WA,27334.0,0.0913,0,0.3268146104255428,Medium
102525,D,small_business,NY,29338.0,0.109,0,0.5883702591109347,Medium
102526,C,debt_consolidation,WA,27756.0,0.067,1,0.5887656482754384,Medium
102527,C,education,GA,16486.0,0.0584,1,0.20440694462051376,Low
102528,C,education,FL,1000.0,0.0814,0,0.2412981832599583,Low
102529,A,medical,WA,16666.0,0.085,1,0.38636890777731187,Medium
102530,B,debt_consolidation,IL,11178.0,0.0949,0,0.36471570888732263,Medium
102531,D,debt_consolidation,CA,16832.0,0.0899,0,0.27054073637894416,Low
102532,B,education,CA,11960.0,0.1309,0,0.5392993326934491,Medium
102533,C,medical,NY,17813.0,0.1263,1,0.5726205349355653,Medium
102534,C,medical,NY,8647.0,0.0676,0,0.3577296253525517,Medium
102535,B,debt_consolidation,TX,6474.0,0.0967,1,0.3423876773855377,Medium
102536,B,education,NC,29004.0,0.0621,0,0.31716994800355136,Medium
102537,C,medical,IL,9273.0,0.1148,1,0.6746387096313512,High
102538,E,debt_consolidation,CA,18003.0,0.1967,1,0.8029649513005954,High
102539,E,debt_consolidation,NC,26591.0,0.1529,1,0.924936011144375,High
102540,C,education,NY,26229.0,0.136,0,0.7248479004950625,High
102541,A,debt_consolidation,NC,25154.0,0.0762,1,0.2816459994299512,Low
102542,C,home_improvement,TX,20726.0,0.093,1,0.5049508688215406,Medium
102543,C,debt_consolidation,CA,24516.0,0.0748,1,0.5893255936495925,Medium
102544,C,debt_consolidation,TX,30358.0,0.1147,0,0.5784256480261232,Medium
102545,C,education,FL,21825.0,0.1014,1,0.7618736942841029,High
102546,D,small_business,NC,1465.0,0.1461,0,0.4877134598047833,Medium
102547,B,home_improvement,IL,13243.0,0.0648,1,0.3739060831727164,Medium
102548,E,debt_consolidation,TX,24267.0,0.1722,0,0.8346221433377176,High
102549,C,home_improvement,NY,12356.0,0.08,1,0.3095573403602996,Medium
102550,B,home_improvement,FL,32581.0,0.0796,0,0.39894322902607454,Medium
102551,E,small_business,IL,17431.0,0.1293,1,0.5799864229345777,Medium
102552,B,medical,GA,18767.0,0.05,0,0.15768519201962392,Low
102553,A,medical,CA,28123.0,0.0796,0,0.45865565512846296,Medium
102554,B,debt_consolidation,CA,16354.0,0.1054,0,0.5737277586239479,Medium
102555,D,debt_consolidation,WA,19586.0,0.1302,1,0.6041842900165657,High
102556,C,home_improvement,CA,26092.0,0.1479,1,0.754542022599175,High
102557,C,home_improvement,WA,4750.0,0.1198,1,0.5407780817072696,Medium
102558,A,medical,NY,15432.0,0.05,0,0.25428216386432967,Low
102559,B,education,FL,25462.0,0.1118,1,0.378587414270442,Medium
102560,C,medical,TX,18590.0,0.1097,1,0.8340068819022202,High
102561,C,home_improvement,GA,31206.0,0.1345,1,0.952003611524189,High
102562,C,medical,TX,3817.0,0.0904,1,0.26307738718758317,Low
102563,C,debt_consolidation,CA,2790.0,0.0713,0,0.1526137714321596,Low
102564,D,small_business,IL,24927.0,0.1443,1,0.5985198482110248,Medium
102565,C,debt_consolidation,TX,25792.0,0.1161,1,0.495843012008208,Medium
102566,C,home_improvement,TX,16261.0,0.0673,0,0.5035307995652092,Medium
102567,C,education,TX,21604.0,0.0879,0,0.5495920777611302,Medium
102568,B,medical,WA,24707.0,0.0987,0,0.5535174375510389,Medium
102569,C,small_business,GA,10675.0,0.1051,1,0.5728866193979668,Medium
102570,B,home_improvement,NC,11638.0,0.075,1,0.5213686699324811,Medium
102571,D,education,NC,19708.0,0.1404,1,0.6640484278541081,High
102572,C,home_improvement,TX,26137.0,0.0548,0,0.3859404560091299,Medium
102573,C,home_improvement,TX,7506.0,0.1168,1,0.5299545851972634,Medium
102574,E,debt_consolidation,TX,16218.0,0.1505,0,0.49150417200550145,Medium
102575,C,home_improvement,TX,15802.0,0.1128,1,0.635785553168598,High
102576,A,medical,CA,21762.0,0.05,0,0.20368510522131217,Low
102577,E,debt_consolidation,IL,17922.0,0.1638,1,0.7495101761720944,High
102578,C,debt_consolidation,CA,13087.0,0.1281,1,0.6874907699470204,High
102579,C,home_improvement,CA,29237.0,0.0691,1,0.4288287695087247,Medium
102580,B,small_business,FL,13147.0,0.0878,1,0.8270352195376591,High
102581,C,medical,GA,15371.0,0.0913,1,0.3968579287608331,Medium
102582,C,debt_consolidation,FL,3677.0,0.1459,0,0.6019205047401999,High
102583,E,debt_consolidation,FL,11577.0,0.1482,1,0.6826613447412977,High
102584,D,debt_consolidation,TX,22645.0,0.1635,1,0.9818506426975331,High
102585,C,home_improvement,WA,20885.0,0.1226,0,0.5270842245197317,Medium
102586,D,home_improvement,NY,23396.0,0.0885,0,0.4618379631204094,Medium
102587,E,debt_consolidation,NC,22959.0,0.1072,0,0.4775966835299823,Medium
102588,A,medical,TX,36789.0,0.05,0,0.4486882691805556,Medium
102589,C,medical,GA,11269.0,0.1348,1,0.7403220217578956,High
102590,A,small_business,WA,3425.0,0.084,0,0.3463536623564294,Medium
102591,B,education,NY,8545.0,0.0656,0,0.1418528578917461,Low
102592,D,small_business,FL,11667.0,0.1172,1,0.5054174545841886,Medium
102593,D,education,NC,9231.0,0.1357,1,0.709421028040278,High
102594,E,education,WA,18843.0,0.1622,1,0.8026505826355897,High
102595,C,education,CA,29274.0,0.1173,1,0.841399446975534,High
102596,A,home_improvement,IL,31857.0,0.05,0,0.31809000973861895,Medium
102597,A,debt_consolidation,WA,22539.0,0.0811,0,0.373431186098029,Medium
102598,B,debt_consolidation,FL,37271.0,0.0819,1,0.9447500083779447,High
102599,C,education,WA,14793.0,0.0997,1,0.7429759167703485,High
102600,C,education,WA,3307.0,0.0951,0,0.08387431249520876,Low
102601,D,home_improvement,NY,27479.0,0.1323,0,0.609881504554685,High
102602,B,small_business,CA,1453.0,0.05,1,0.09948783965949141,Low
102603,B,medical,CA,11205.0,0.1163,0,0.7847627733707344,High
102604,B,debt_consolidation,WA,22681.0,0.05,1,0.19967376511267826,Low
102605,D,small_business,GA,17079.0,0.1472,1,0.8382925891791515,High
102606,B,debt_consolidation,NY,16281.0,0.0811,0,0.39964766987613914,Medium
102607,B,debt_consolidation,FL,7373.0,0.0668,0,0.2105686052450333,Low
102608,C,medical,IL,17903.0,0.0772,0,0.4050913598150442,Medium
102609,B,debt_consolidation,NC,27033.0,0.0586,1,0.2995259991896056,Low
102610,C,home_improvement,IL,18180.0,0.1241,1,0.6650116339149325,High
102611,D,small_business,IL,10528.0,0.1419,0,0.7148874741973262,High
102612,B,medical,IL,6772.0,0.05,1,0.23404263140806142,Low
102613,B,debt_consolidation,TX,10714.0,0.064,0,0.2249905498200263,Low
102614,B,home_improvement,WA,21531.0,0.0759,1,0.28751686352995354,Low
102615,A,education,NC,21092.0,0.0796,1,0.5480342124158393,Medium
102616,E,education,CA,10795.0,0.1559,1,0.5890875942106221,Medium
102617,D,education,CA,1000.0,0.0792,0,0.1474070123663585,Low
102618,C,medical,FL,21780.0,0.091,1,0.3587404177330783,Medium
102619,C,medical,GA,9921.0,0.1159,0,0.5829989589560703,Medium
102620,B,small_business,CA,24202.0,0.1136,1,0.5281526798483827,Medium
102621,C,education,WA,11195.0,0.0716,1,0.48388127374803863,Medium
102622,B,debt_consolidation,TX,9109.0,0.0714,0,0.2387968679730833,Low
102623,D,education,TX,19379.0,0.125,0,0.769450651046022,High
102624,D,small_business,TX,39219.0,0.0887,0,0.5225043633698154,Medium
102625,B,debt_consolidation,IL,24741.0,0.0889,1,0.5443542859175801,Medium
102626,D,education,IL,19226.0,0.0953,1,0.555450930974882,Medium
102627,A,debt_consolidation,FL,21230.0,0.0653,0,0.2381126714135873,Low
102628,B,debt_consolidation,IL,2240.0,0.0694,1,0.08675162926892167,Low
102629,A,home_improvement,GA,7899.0,0.0511,0,0.12403894382187886,Low
102630,B,medical,GA,1000.0,0.0874,0,0.10361144011469753,Low
102631,B,medical,WA,33569.0,0.05,0,0.20128154982916424,Low
102632,E,home_improvement,IL,31746.0,0.1751,1,0.8362421773374651,High
102633,B,small_business,TX,21535.0,0.05,0,0.2232410317111772,Low
102634,B,medical,WA,19216.0,0.0888,0,0.5563231980342107,Medium
102635,A,debt_consolidation,WA,4036.0,0.05,0,0.10848421490059759,Low
102636,A,education,NC,16026.0,0.063,0,0.17274436051082984,Low
102637,B,home_improvement,WA,34132.0,0.0813,1,0.33386630701047415,Medium
102638,B,small_business,TX,19183.0,0.0916,1,0.49068266812095285,Medium
102639,B,home_improvement,IL,12918.0,0.0559,0,0.24007195431835912,Low
102640,B,small_business,WA,2177.0,0.1021,0,0.121384475135002,Low
102641,B,home_improvement,NC,30423.0,0.0625,0,0.4022549194771233,Medium
102642,D,home_improvement,NY,17369.0,0.0945,1,0.5848151737145074,Medium
102643,E,debt_consolidation,GA,2189.0,0.152,1,0.5400912638365274,Medium
102644,A,education,NY,9682.0,0.0802,0,0.2729814895154093,Low
102645,D,small_business,FL,6502.0,0.1492,0,0.623944998515916,High
102646,D,small_business,NC,16814.0,0.1355,1,0.49762210542932417,Medium
102647,C,small_business,TX,19866.0,0.113,1,0.7473418909123816,High
102648,D,debt_consolidation,TX,13471.0,0.0849,1,0.4372173213895142,Medium
102649,C,medical,GA,24993.0,0.096,1,0.5504268738761159,Medium
102650,E,education,NC,18709.0,0.1275,0,0.5027433074657222,Medium
102651,B,home_improvement,CA,27561.0,0.0606,0,0.21505812077007277,Low
102652,C,debt_consolidation,GA,14785.0,0.0992,1,0.4861830556024292,Medium
102653,D,education,IL,45408.0,0.0646,1,0.6663144754727116,High
102654,E,debt_consolidation,NC,12920.0,0.1975,1,0.8604963778340525,High
102655,C,small_business,FL,9870.0,0.1295,0,0.6615616753494681,High
102656,F,education,IL,8763.0,0.1583,0,0.3645935000473519,Medium
102657,D,small_business,TX,16102.0,0.1868,1,0.8083324748469625,High
102658,D,debt_consolidation,IL,2524.0,0.0984,0,0.17666171951614018,Low
102659,D,education,FL,20651.0,0.1331,0,0.6600795791853136,High
102660,D,debt_consolidation,FL,1000.0,0.1741,0,0.4645247793883409,Medium
102661,C,education,NY,19455.0,0.1431,1,0.6360974726058386,High
102662,D,debt_consolidation,FL,5839.0,0.161,0,0.6630905564966006,High
102663,A,medical,TX,14568.0,0.05,1,0.36395349014398154,Medium
102664,E,education,GA,23441.0,0.1884,1,0.6660553125989022,High
102665,D,home_improvement,FL,38736.0,0.1012,0,0.5645519484932586,Medium
102666,C,debt_consolidation,FL,8298.0,0.1164,1,0.599574007352909,Medium
102667,A,debt_consolidation,NC,16647.0,0.0888,0,0.41545409330055405,Medium
102668,B,home_improvement,FL,11486.0,0.05,1,0.19841042164813835,Low
102669,B,home_improvement,WA,10171.0,0.0602,0,0.14959184599365508,Low
102670,B,home_improvement,NC,11565.0,0.0611,0,0.25266778895837955,Low
102671,D,medical,GA,25417.0,0.1229,1,0.721194484281193,High
102672,E,home_improvement,NY,13607.0,0.1706,1,0.7470403979361355,High
102673,D,medical,IL,38244.0,0.1425,1,0.884514915848098,High
102674,C,home_improvement,GA,21744.0,0.1194,0,0.5283683306111333,Medium
102675,F,home_improvement,IL,8910.0,0.2091,1,0.8720465880690996,High
102676,E,education,NY,14700.0,0.1567,1,0.7189247414410233,High
102677,D,small_business,IL,10783.0,0.1207,1,0.5837711329579839,Medium
102678,C,small_business,CA,25201.0,0.0793,0,0.501503395598357,Medium
102679,D,home_improvement,NC,3251.0,0.1148,1,0.4330218775408172,Medium
102680,C,education,IL,5931.0,0.069,0,0.168882964856794,Low
102681,B,home_improvement,NY,12676.0,0.0736,0,0.31284888130655986,Medium
102682,C,small_business,FL,24147.0,0.1125,0,0.5309982046400826,Medium
102683,D,small_business,CA,29098.0,0.1281,0,0.4936227093245412,Medium
102684,B,home_improvement,GA,30425.0,0.0908,0,0.4996436511862817,Medium
102685,E,small_business,IL,22768.0,0.124,1,0.578769667716492,Medium
102686,E,debt_consolidation,CA,17254.0,0.1376,0,0.49272803547113986,Medium
102687,C,home_improvement,FL,25152.0,0.0978,1,0.6236550248926849,High
102688,A,medical,CA,7699.0,0.0845,0,0.3333945543893595,Medium
102689,A,small_business,FL,1398.0,0.0501,0,0.05290819355327016,Low
102690,C,home_improvement,GA,21930.0,0.0882,1,0.4424049125235621,Medium
102691,D,small_business,WA,8949.0,0.1287,0,0.6595281707866689,High
102692,C,small_business,FL,17412.0,0.1444,1,0.6611492649966528,High
102693,A,education,IL,19077.0,0.05,0,0.26198349444797,Low
102694,B,debt_consolidation,IL,20233.0,0.0957,1,0.5536503757661881,Medium
102695,B,medical,CA,26440.0,0.1206,1,0.5856851569947267,Medium
102696,C,small_business,TX,25489.0,0.0975,1,0.9604475120643534,High
102697,C,medical,GA,19755.0,0.0818,0,0.4413132499276588,Medium
102698,A,home_improvement,NC,14022.0,0.0773,0,0.3349533371605858,Medium
102699,C,medical,TX,18970.0,0.0848,1,0.6503550767023025,High
102700,E,medical,NC,12634.0,0.156,0,0.7830273367941604,High
102701,C,medical,CA,16232.0,0.0791,1,0.3957737473973991,Medium
102702,B,education,IL,41564.0,0.05,1,0.4004205016579152,Medium
102703,C,medical,GA,19640.0,0.137,1,0.7338496475504483,High
102704,E,home_improvement,TX,22052.0,0.1313,0,0.7649925474402028,High
102705,A,debt_consolidation,NC,11651.0,0.0743,0,0.25471664801906957,Low
102706,B,debt_consolidation,NC,27181.0,0.0807,1,0.6052278648014591,High
102707,C,medical,FL,24842.0,0.0965,0,0.5775971766533015,Medium
102708,B,home_improvement,NC,24906.0,0.1242,1,0.6099961175029328,High
102709,E,debt_consolidation,CA,19934.0,0.1643,0,0.7473006077532616,High
102710,D,home_improvement,IL,27308.0,0.1444,1,0.8342495743324381,High
102711,B,home_improvement,NY,29445.0,0.0608,1,0.2535835013431679,Low
102712,E,medical,WA,20548.0,0.1886,0,0.7469787042679716,High
102713,D,debt_consolidation,NY,16968.0,0.1267,1,0.7712437986455213,High
102714,C,education,FL,26051.0,0.133,0,0.956394978560766,High
102715,B,education,WA,9863.0,0.05,0,0.34915486402478463,Medium
102716,D,education,TX,11538.0,0.0803,0,0.513436495442397,Medium
102717,E,debt_consolidation,GA,17520.0,0.2048,1,0.7716991329940768,High
102718,A,small_business,WA,2328.0,0.1297,0,0.4128769092311854,Medium
102719,C,debt_consolidation,NY,25448.0,0.0831,1,0.5808561950521363,Medium
102720,E,small_business,WA,9334.0,0.1177,0,0.27171975475206606,Low
102721,C,small_business,NY,13757.0,0.0956,1,0.7708638516868385,High
102722,A,home_improvement,IL,16080.0,0.0742,0,0.5582410158776302,Medium
102723,A,medical,IL,18354.0,0.0699,0,0.2289780833221635,Low
102724,D,education,GA,14907.0,0.1174,0,0.4147843676480431,Medium
102725,D,debt_consolidation,NY,17394.0,0.1097,1,0.4978820737379189,Medium
102726,A,medical,FL,17463.0,0.05,0,0.18487995007998728,Low
102727,B,home_improvement,FL,13977.0,0.05,0,0.16144611234288728,Low
102728,C,debt_consolidation,GA,11041.0,0.1049,1,0.5780688052541413,Medium
102729,D,small_business,GA,27733.0,0.1646,0,0.6419003856506323,High
102730,B,education,TX,1000.0,0.0964,0,0.15424585520052111,Low
102731,C,medical,CA,16149.0,0.1102,1,0.5443536224152888,Medium
102732,C,medical,NC,13780.0,0.0866,1,0.5075789308096751,Medium
102733,A,medical,TX,21769.0,0.05,1,0.7254750674448357,High
102734,B,debt_consolidation,TX,4911.0,0.0588,0,0.25217706558816894,Low
102735,E,home_improvement,CA,13502.0,0.216,1,0.8900653793569057,High
102736,E,small_business,TX,17079.0,0.1163,1,0.521311550705378,Medium
102737,B,medical,CA,27631.0,0.0546,0,0.44253058703744247,Medium
102738,E,home_improvement,IL,20990.0,0.1425,1,0.585643992493936,Medium
102739,C,debt_consolidation,IL,7349.0,0.0969,1,0.5119409939374033,Medium
102740,F,debt_consolidation,CA,13613.0,0.2175,1,0.7539420123263748,High
102741,F,medical,WA,25974.0,0.1298,0,0.40649539664992373,Medium
102742,C,home_improvement,TX,7193.0,0.0954,0,0.36438191787389906,Medium
102743,C,small_business,IL,17292.0,0.05,0,0.306399511616382,Medium
102744,B,medical,WA,17918.0,0.0852,1,0.49576231636792356,Medium
102745,C,debt_consolidation,FL,14528.0,0.0514,0,0.24105047322493514,Low
102746,C,home_improvement,NY,42262.0,0.1046,1,0.6697143501409196,High
102747,D,debt_consolidation,NC,14285.0,0.0747,0,0.21745872467124708,Low
102748,A,debt_consolidation,GA,22048.0,0.0874,1,0.5142860259212729,Medium
102749,D,small_business,GA,11103.0,0.0885,0,0.20570947238582174,Low
102750,F,home_improvement,TX,22750.0,0.1955,1,0.7757672523867302,High
102751,B,education,NY,25837.0,0.0824,0,0.2617225674492179,Low
102752,C,home_improvement,FL,12708.0,0.1232,1,0.5770861060673579,Medium
102753,D,home_improvement,TX,17508.0,0.1416,1,0.759965945059107,High
102754,C,medical,FL,9942.0,0.1843,1,0.7779640024766001,High
102755,E,home_improvement,TX,7700.0,0.0933,1,0.20242248491524498,Low
102756,C,medical,FL,27331.0,0.081,0,0.6249048634971683,High
102757,B,debt_consolidation,WA,13014.0,0.1383,0,0.7049339257441744,High
102758,C,debt_consolidation,FL,1000.0,0.1075,0,0.18414801745954867,Low
102759,C,education,WA,33888.0,0.078,1,0.8519625359042767,High
102760,B,home_improvement,FL,10781.0,0.077,1,0.3725743365624376,Medium
102761,D,debt_consolidation,FL,15783.0,0.1388,1,0.7452353772246221,High
102762,C,home_improvement,NY,32768.0,0.1088,0,0.7331798957837563,High
102763,C,medical,CA,16724.0,0.0988,1,0.4897199876924635,Medium
102764,C,medical,CA,16530.0,0.0847,1,0.5417076621748393,Medium
102765,C,small_business,TX,6946.0,0.0873,0,0.20942841896494602,Low
102766,C,education,IL,3286.0,0.0628,0,0.1606029258342845,Low
102767,C,home_improvement,CA,16503.0,0.1203,1,0.6778651949299939,High
102768,B,home_improvement,FL,21265.0,0.1426,1,0.7539823287999072,High
102769,D,debt_consolidation,TX,20750.0,0.133,1,0.5356754120919395,Medium
102770,E,debt_consolidation,NY,13669.0,0.1268,0,0.4740119362100553,Medium
102771,C,debt_consolidation,NY,18182.0,0.0872,1,0.4777991354430977,Medium
102772,D,debt_consolidation,TX,1465.0,0.1138,1,0.19618262187521945,Low
102773,E,medical,IL,22142.0,0.1222,0,0.5472476955151911,Medium
102774,B,small_business,NC,19453.0,0.0512,1,0.3245006027741893,Medium
102775,B,education,WA,35763.0,0.0852,0,0.3746357461120952,Medium
102776,A,home_improvement,TX,18067.0,0.05,1,0.7119046027037328,High
102777,C,home_improvement,GA,9516.0,0.05,0,0.1899363193188992,Low
102778,B,small_business,NC,17543.0,0.1155,0,0.5460963837870063,Medium
102779,C,small_business,GA,15050.0,0.0639,1,0.3406790484306941,Medium
102780,C,small_business,TX,21912.0,0.0576,0,0.30567938357262275,Medium
102781,B,debt_consolidation,TX,18242.0,0.1068,1,0.7171988042280776,High
