loan_id,issue_date,age,annual_income,loan_amount,term_months,employment_length_years,credit_score,grade,purpose,state,home_ownership,inquiries_last_6m,delinquencies_last_2y,revolving_utilization,dti_ratio,interest_rate,default_flag
102009,2022-08-04,57,92696.0,29785.0,36,4.0,745.0,C,medical,WA,MORTGAGE,0,0,0.312,0.9,0.0758,0
102010,2023-03-06,50,149076.0,24042.0,60,15.0,691.0,A,small_business,CA,RENT,3,0,0.4523,0.9,0.0882,0
102011,2023-08-16,43,56345.0,14196.0,60,13.0,756.0,D,medical,WA,MORTGAGE,2,0,0.3472,0.9,0.1159,1
102012,2022-09-26,39,66966.0,23380.0,36,7.0,711.0,D,medical,FL,OWN,5,1,0.7139,0.9,0.0964,0
102013,2023-08-04,28,57727.0,14861.0,36,7.0,742.0,C,medical,IL,OWN,1,1,0.4826,0.9,0.0635,0
102014,2022-12-25,63,81363.0,32672.0,36,14.0,628.0,E,home_improvement,CA,RENT,0,0,0.1911,0.9,0.1801,0
102015,2023-05-18,50,86451.0,21639.0,60,3.0,794.0,F,medical,NY,RENT,1,1,0.5721,0.9,0.149,1
102016,2023-04-27,35,73399.0,20361.0,60,6.0,703.0,D,debt_consolidation,TX,MORTGAGE,2,0,0.5827,0.9,0.1141,0
102017,2022-11-16,40,107590.0,19144.0,60,9.0,525.0,E,debt_consolidation,IL,RENT,1,1,0.2502,0.9,0.2282,1
102018,2022-10-31,54,56491.0,33662.0,36,5.0,790.0,C,small_business,CA,MORTGAGE,1,0,0.3018,0.9,0.0528,0
102019,2023-08-15,54,104585.0,5096.0,60,5.0,690.0,E,home_improvement,NC,MORTGAGE,4,2,0.3377,0.5843,0.1663,1
102020,2022-08-30,42,91155.0,34545.0,36,1.0,666.0,E,small_business,TX,RENT,1,1,0.7533,0.9,0.1496,0
102021,2023-04-25,34,74639.0,16325.0,36,4.0,654.0,C,small_business,IL,RENT,2,1,0.4623,0.9,0.1256,1
102022,2022-07-03,51,65552.0,5345.0,36,5.0,716.0,B,small_business,NC,MORTGAGE,2,2,0.0381,0.7389,0.0545,1
102023,2023-04-27,51,147800.0,11230.0,36,13.0,637.0,B,medical,FL,MORTGAGE,2,0,0.2393,0.7533,0.0756,0
102024,2022-06-04,48,50490.0,3143.0,36,5.0,655.0,C,medical,IL,MORTGAGE,0,0,0.6232,0.6244,0.0932,1
102025,2023-01-06,24,83938.0,23883.0,36,2.0,657.0,D,small_business,NC,MORTGAGE,2,0,0.3984,0.9,0.1197,0
102026,2023-02-21,42,52493.0,8655.0,36,13.0,672.0,C,home_improvement,CA,MORTGAGE,2,0,0.2345,0.9,0.1058,0
102027,2022-04-17,49,128569.0,19518.0,60,5.0,659.0,D,medical,IL,RENT,2,0,0.4043,0.9,0.1442,1
102028,2022-02-22,64,101605.0,28208.0,36,14.0,741.0,D,home_improvement,IL,MORTGAGE,1,0,0.6763,0.9,0.0969,0
102029,2022-07-01,45,54650.0,11952.0,36,1.0,706.0,B,home_improvement,WA,RENT,1,0,0.9152,0.9,0.0607,1
102030,2022-04-27,36,90378.0,15587.0,36,0.0,714.0,B,debt_consolidation,IL,MORTGAGE,2,0,0.4684,0.9,0.0683,0
102031,2022-08-12,46,82731.0,6270.0,36,,727.0,D,debt_consolidation,FL,RENT,1,0,0.5779,0.8311,0.0832,1
102032,2023-03-08,29,59501.0,14505.0,36,1.0,684.0,B,debt_consolidation,IL,OWN,3,0,0.46,0.9,0.0778,0
102033,2022-09-03,25,97745.0,41166.0,60,0.0,629.0,E,small_business,NY,MORTGAGE,0,0,0.5238,0.9,0.1942,1
102034,2023-08-13,52,86679.0,25001.0,36,10.0,798.0,E,small_business,NY,RENT,1,0,0.295,0.9,0.0914,1
102035,2022-12-11,66,81471.0,15617.0,36,5.0,746.0,C,debt_consolidation,NC,MORTGAGE,3,0,0.769,0.9,0.0882,1
102036,2022-07-13,59,73742.0,12495.0,60,7.0,787.0,C,small_business,WA,MORTGAGE,0,0,0.3883,0.9,0.0562,0
102037,2022-01-11,47,87932.0,17616.0,36,6.0,752.0,E,small_business,WA,MORTGAGE,1,0,0.2601,0.9,0.126,0
102038,2022-01-07,22,81882.0,19170.0,60,4.0,662.0,E,education,TX,RENT,1,0,0.3262,0.9,0.1833,1
102039,2023-11-14,66,76773.0,14228.0,36,7.0,549.0,C,education,FL,MORTGAGE,1,2,0.613,0.9,0.1415,1
102040,2023-05-03,41,55770.0,22771.0,60,4.0,616.0,F,debt_consolidation,TX,MORTGAGE,3,0,0.3402,0.9,0.2266,1
102041,2023-09-14,34,125813.0,9419.0,36,3.0,728.0,C,medical,NC,RENT,0,0,0.7833,0.8481,0.07,1
102042,2022-01-30,62,43487.0,9375.0,36,3.0,684.0,A,education,NC,MORTGAGE,1,0,0.6079,0.9,0.0691,0
102043,2022-06-11,55,87829.0,21332.0,36,1.0,665.0,C,home_improvement,NY,RENT,1,1,0.6523,0.9,0.1016,1
102044,2022-08-31,55,65393.0,7482.0,36,,540.0,D,medical,FL,MORTGAGE,2,0,0.3963,0.9,0.1738,0
102045,2022-03-16,33,127786.0,24561.0,60,8.0,689.0,F,debt_consolidation,WA,OWN,1,1,0.3557,0.9,0.1883,1
102046,2022-11-25,66,47896.0,17871.0,36,0.0,625.0,A,home_improvement,TX,RENT,1,0,0.4866,0.9,0.084,0
102047,2023-11-06,41,52942.0,1549.0,36,7.0,647.0,C,education,IL,RENT,1,1,0.2426,0.3457,0.1032,1
102048,2023-07-06,45,45905.0,18985.0,60,11.0,741.0,C,small_business,TX,RENT,2,1,0.5745,0.9,0.0998,1
102049,2022-07-19,55,84704.0,2834.0,60,0.0,628.0,E,home_improvement,IL,MORTGAGE,1,1,0.6635,0.4489,0.2053,1
102050,2023-07-19,51,33808.0,24240.0,36,4.0,634.0,D,education,WA,RENT,1,0,0.3416,0.9,0.1589,1
102051,2022-06-14,28,60644.0,15762.0,36,15.0,701.0,B,home_improvement,WA,MORTGAGE,1,0,0.618,0.9,0.0787,0
102052,2022-11-01,34,18000.0,34660.0,60,6.0,742.0,E,home_improvement,CA,MORTGAGE,0,0,0.5309,0.9,0.1429,1
102053,2023-07-10,37,82213.0,27642.0,60,,666.0,D,medical,NY,RENT,3,0,0.7032,0.9,0.1534,1
102054,2023-09-30,64,59994.0,8454.0,60,8.0,778.0,E,small_business,NY,MORTGAGE,1,0,0.8087,0.9,0.1321,0
102055,2023-06-09,53,30358.0,1000.0,60,6.0,613.0,D,home_improvement,WA,MORTGAGE,3,2,0.6363,0.3088,0.1612,0
102056,2022-10-07,37,107568.0,11204.0,36,3.0,603.0,A,home_improvement,NY,RENT,2,1,0.4687,0.9,0.1183,0
102057,2022-07-18,54,35770.0,7009.0,36,1.0,598.0,F,small_business,FL,MORTGAGE,2,0,0.7212,0.9,0.2204,1
102058,2022-12-13,54,98908.0,34432.0,36,14.0,591.0,C,home_improvement,TX,MORTGAGE,4,0,0.4895,0.9,0.126,1
102059,2023-08-18,39,53969.0,17907.0,36,13.0,710.0,F,debt_consolidation,NY,RENT,2,0,0.4269,0.9,0.1755,1
102060,2022-10-17,39,123047.0,26401.0,60,10.0,631.0,B,debt_consolidation,FL,MORTGAGE,0,0,0.358,0.9,0.1232,0
102061,2022-12-04,62,,15435.0,36,0.0,605.0,D,home_improvement,TX,MORTGAGE,0,0,0.4996,0.9,0.1385,1
102062,2023-03-28,46,44759.0,16383.0,36,13.0,713.0,B,debt_consolidation,CA,MORTGAGE,1,0,0.681,0.9,0.0654,1
102063,2023-03-14,27,47488.0,17706.0,36,7.0,739.0,A,debt_consolidation,TX,RENT,1,0,0.2737,0.9,0.05,0
102064,2022-10-22,54,93166.0,27959.0,36,7.0,753.0,F,small_business,FL,MORTGAGE,5,0,0.232,0.9,0.1227,0
102065,2022-07-01,48,67129.0,20805.0,36,14.0,743.0,B,medical,TX,RENT,2,1,0.2359,0.9,0.05,0
102066,2023-11-12,44,69920.0,8484.0,36,6.0,635.0,A,debt_consolidation,CA,MORTGAGE,2,0,0.6844,0.9,0.0968,1
102067,2023-12-19,54,113167.0,32603.0,60,3.0,707.0,E,home_improvement,GA,RENT,3,1,0.5596,0.9,0.1499,1
102068,2023-09-06,62,52539.0,15365.0,36,3.0,720.0,C,small_business,NC,MORTGAGE,2,0,0.7749,0.9,0.0878,0
102069,2022-05-15,36,77739.0,13900.0,36,14.0,662.0,C,education,IL,MORTGAGE,2,1,0.3762,0.9,0.1178,1
102070,2022-10-12,40,103639.0,1000.0,36,8.0,700.0,F,education,IL,RENT,0,0,0.2355,0.2873,0.1493,0
102071,2022-10-12,29,99274.0,23710.0,36,9.0,615.0,C,home_improvement,TX,RENT,3,0,,0.9,0.1401,0
102072,2022-01-18,50,70212.0,18909.0,60,9.0,652.0,A,education,CA,MORTGAGE,1,1,0.3329,0.9,0.0975,0
102073,2023-01-12,39,66333.0,18899.0,36,3.0,712.0,D,medical,CA,RENT,0,0,0.6152,0.9,0.1091,1
102074,2023-02-03,36,22836.0,14375.0,60,6.0,780.0,D,home_improvement,TX,RENT,1,0,0.2132,0.9,0.1174,1
102075,2023-06-11,53,43313.0,12823.0,36,15.0,759.0,B,medical,CA,MORTGAGE,1,0,0.5162,0.9,0.056,0
102076,2022-06-26,39,84551.0,14674.0,36,2.0,730.0,C,debt_consolidation,WA,MORTGAGE,1,0,0.4474,0.9,0.0762,0
102077,2022-12-03,42,70864.0,22168.0,36,15.0,695.0,C,medical,GA,RENT,0,1,0.1952,0.9,0.0867,0
102078,2022-08-22,41,77248.0,23752.0,60,4.0,685.0,A,medical,WA,MORTGAGE,1,0,0.8584,0.9,0.0815,0
102079,2022-04-17,32,106178.0,15921.0,60,4.0,603.0,B,medical,NY,RENT,0,0,0.3023,0.9,0.1231,0
102080,2022-12-01,26,39380.0,26540.0,36,0.0,640.0,E,debt_consolidation,NY,MORTGAGE,2,1,0.293,0.9,0.1766,1
102081,2022-05-28,59,67915.0,17289.0,36,10.0,642.0,B,debt_consolidation,NY,MORTGAGE,2,0,0.3491,0.9,0.0986,1
102082,2023-08-11,25,80661.0,13462.0,36,5.0,724.0,B,home_improvement,TX,RENT,1,0,0.0442,0.9,0.0625,0
102083,2022-12-11,35,53875.0,19786.0,36,7.0,747.0,E,education,FL,MORTGAGE,0,1,0.4146,0.9,0.119,1
102084,2023-06-30,51,117944.0,5766.0,36,9.0,734.0,C,medical,IL,MORTGAGE,2,0,0.3492,0.6697,0.0837,0
102085,2022-06-06,27,102258.0,20094.0,60,10.0,761.0,E,medical,TX,OWN,1,0,0.6785,0.9,0.1168,0
102086,2023-02-12,51,83704.0,4120.0,36,15.0,694.0,E,small_business,NY,MORTGAGE,3,0,0.5432,0.4963,0.161,1
102087,2022-08-17,54,128827.0,8750.0,60,8.0,631.0,C,medical,FL,RENT,4,2,0.2264,0.5469,0.1349,0
102088,2023-06-16,51,30033.0,1000.0,60,2.0,687.0,C,home_improvement,CA,MORTGAGE,2,0,0.3493,0.4545,0.1057,0
102089,2023-10-16,35,74768.0,16424.0,36,11.0,647.0,B,education,IL,MORTGAGE,0,0,0.9111,0.9,0.1027,0
102090,2022-08-13,21,85990.0,32487.0,36,0.0,729.0,B,home_improvement,NY,MORTGAGE,0,0,0.2976,0.9,0.0696,0
102091,2022-12-07,61,47563.0,16946.0,60,13.0,668.0,B,small_business,WA,MORTGAGE,2,0,0.6447,0.9,0.1021,1
102092,2022-12-26,36,84021.0,23792.0,36,4.0,684.0,C,education,GA,MORTGAGE,2,0,0.344,0.9,0.1097,0
102093,2022-06-08,58,41803.0,39171.0,36,11.0,732.0,C,small_business,NY,RENT,1,0,0.2794,0.9,0.0872,1
102094,2022-02-21,30,95717.0,21637.0,60,2.0,646.0,D,education,NY,OWN,3,0,0.3716,0.9,0.1554,1
102095,2023-07-06,28,106735.0,11113.0,36,6.0,748.0,B,debt_consolidation,IL,RENT,2,0,0.7741,0.8199,0.05,1
102096,2022-02-08,56,83170.0,12352.0,60,11.0,609.0,C,small_business,CA,RENT,1,0,0.1865,0.9,0.1477,0
102097,2022-01-13,64,,18006.0,36,9.0,708.0,A,debt_consolidation,TX,RENT,1,1,0.6113,0.9,0.0569,1
102098,2022-04-28,60,45996.0,12304.0,36,0.0,685.0,B,medical,CA,OWN,1,0,0.7239,0.9,0.0735,0
102099,2022-12-04,55,91941.0,12977.0,36,0.0,740.0,D,debt_consolidation,NY,MORTGAGE,1,0,0.3696,0.9,0.0903,1
102100,2023-07-03,32,75636.0,26867.0,36,15.0,608.0,D,small_business,IL,RENT,1,2,0.6794,0.9,0.1543,1
102101,2023-10-30,63,18000.0,27235.0,36,8.0,598.0,C,home_improvement,TX,OWN,2,1,0.6483,0.9,0.1184,1
102102,2023-11-05,51,112285.0,3178.0,36,13.0,735.0,C,debt_consolidation,IL,RENT,1,0,0.3187,0.3912,0.0879,0
102103,2023-11-14,28,79100.0,10636.0,36,1.0,667.0,C,education,WA,RENT,1,0,0.29,0.9,0.1027,1
102104,2023-03-27,26,50428.0,13824.0,36,7.0,685.0,E,education,WA,RENT,1,0,0.4492,0.9,0.1376,1
102105,2022-12-27,61,104849.0,23392.0,36,9.0,650.0,C,debt_consolidation,IL,MORTGAGE,1,1,0.5016,0.9,0.1071,0
102106,2022-01-30,33,54674.0,28288.0,36,14.0,745.0,D,home_improvement,IL,MORTGAGE,2,0,0.4061,0.9,0.094,1
102107,2022-12-03,56,54346.0,42318.0,36,11.0,708.0,B,debt_consolidation,FL,RENT,0,1,0.593,0.9,0.0812,1
102108,2023-03-31,27,85751.0,13809.0,36,10.0,704.0,C,small_business,FL,RENT,3,1,0.3252,0.9,0.0955,1
102109,2023-05-31,33,128431.0,14258.0,36,4.0,620.0,C,education,GA,RENT,1,0,0.2977,0.9,0.1338,1
102110,2022-07-20,34,123708.0,23297.0,36,15.0,720.0,A,home_improvement,FL,RENT,1,0,0.4808,0.9,0.0514,1
102111,2022-08-18,33,85791.0,11860.0,36,5.0,630.0,C,medical,NY,MORTGAGE,1,0,0.5257,0.9,0.1159,1
102112,2023-10-04,52,88872.0,16731.0,36,4.0,650.0,C,small_business,NC,MORTGAGE,0,0,0.7424,0.9,0.1286,1
102113,2023-09-07,63,98745.0,14265.0,60,11.0,608.0,B,medical,NC,RENT,3,0,0.5709,0.9,0.1254,1
102114,2023-06-18,62,37290.0,1000.0,36,15.0,681.0,F,small_business,GA,RENT,0,2,0.6219,0.438,0.1721,1
102115,2022-10-04,55,94324.0,19109.0,36,13.0,754.0,A,small_business,GA,MORTGAGE,2,1,0.411,0.9,0.05,0
102116,2022-09-21,30,52978.0,16359.0,60,2.0,704.0,E,small_business,FL,MORTGAGE,3,1,0.4124,0.9,0.1613,1
102117,2023-01-15,65,84554.0,29441.0,36,13.0,663.0,C,small_business,NC,MORTGAGE,3,0,0.3529,0.9,0.094,1
102118,2022-11-18,45,68176.0,18049.0,36,5.0,697.0,B,medical,WA,MORTGAGE,0,0,0.5166,0.9,0.073,1
102119,2023-08-04,46,90036.0,6707.0,36,3.0,696.0,A,home_improvement,NC,OWN,0,2,0.5091,0.6637,0.0632,0
102120,2023-06-09,53,78543.0,15677.0,36,14.0,694.0,D,small_business,CA,MORTGAGE,2,1,0.4994,0.9,0.1183,1
102121,2022-05-05,56,18000.0,1000.0,36,15.0,701.0,D,debt_consolidation,CA,RENT,1,0,0.4395,0.5756,0.0921,0
102122,2023-11-09,64,80367.0,7102.0,36,5.0,628.0,D,medical,CA,MORTGAGE,2,1,0.4715,0.7053,0.1188,1
102123,2022-12-04,47,94265.0,23720.0,36,0.0,696.0,C,debt_consolidation,NC,MORTGAGE,5,1,0.8114,0.9,0.0872,1
102124,2022-08-06,49,88378.0,15774.0,36,3.0,585.0,B,small_business,NY,MORTGAGE,3,1,0.5349,0.9,0.1146,0
102125,2022-11-05,55,71922.0,26303.0,36,8.0,725.0,D,small_business,CA,MORTGAGE,1,0,0.5967,0.9,0.0888,1
102126,2023-07-17,32,124265.0,1000.0,36,0.0,624.0,E,medical,GA,RENT,2,0,0.5738,0.1848,0.1567,1
102127,2022-09-17,35,84341.0,15818.0,36,3.0,761.0,C,home_improvement,GA,MORTGAGE,2,0,0.4452,0.9,0.0699,0
102128,2023-05-18,49,88130.0,13720.0,36,2.0,543.0,E,medical,NC,RENT,2,0,0.5874,0.9,0.1997,1
102129,2023-03-23,23,106335.0,26603.0,36,15.0,790.0,C,small_business,IL,RENT,3,0,0.4842,0.9,0.0621,0
102130,2022-06-24,35,85878.0,24055.0,36,5.0,592.0,C,small_business,WA,RENT,0,0,0.2299,0.9,0.1194,1
102131,2023-02-19,54,48059.0,23780.0,36,6.0,618.0,C,education,IL,MORTGAGE,0,0,0.3639,0.9,0.1217,1
102132,2022-07-02,65,18000.0,31873.0,36,6.0,708.0,A,debt_consolidation,WA,RENT,1,1,0.8787,0.9,0.0735,1
102133,2023-08-07,44,60686.0,14687.0,60,0.0,727.0,A,debt_consolidation,IL,RENT,4,0,0.7134,0.9,0.0662,0
102134,2022-06-05,39,97828.0,30016.0,60,8.0,673.0,D,small_business,CA,MORTGAGE,1,1,0.4202,0.9,0.135,1
102135,2022-08-29,41,64407.0,8602.0,36,14.0,744.0,F,debt_consolidation,TX,RENT,2,0,0.615,0.9,0.1615,1
102136,2022-05-07,52,99035.0,8272.0,36,13.0,642.0,C,debt_consolidation,NC,RENT,1,0,0.5237,0.6955,0.1254,0
102137,2022-08-16,46,79462.0,24775.0,36,4.0,666.0,A,home_improvement,CA,MORTGAGE,1,0,0.8286,0.9,0.0672,0
102138,2022-08-15,22,113642.0,4457.0,60,0.0,672.0,A,small_business,CA,RENT,1,0,0.4541,0.5558,0.0856,1
102139,2022-10-10,45,66143.0,23155.0,36,12.0,658.0,C,debt_consolidation,GA,RENT,3,0,0.5249,0.9,0.1155,0
102140,2022-04-05,39,89028.0,18912.0,36,13.0,574.0,D,home_improvement,NC,RENT,2,0,0.3206,0.9,0.1634,1
102141,2023-05-25,53,90177.0,27647.0,60,14.0,689.0,B,debt_consolidation,FL,RENT,2,1,0.4531,0.9,0.0976,0
102142,2022-07-03,61,120048.0,17465.0,36,9.0,683.0,A,education,TX,RENT,2,1,0.01,0.9,0.0692,0
102143,2022-09-29,65,23801.0,18504.0,60,7.0,755.0,D,small_business,IL,MORTGAGE,1,1,0.5319,0.9,0.1075,1
102144,2022-09-21,49,61248.0,22583.0,36,12.0,613.0,B,debt_consolidation,CA,RENT,0,1,0.6807,0.9,0.1148,1
102145,2023-12-23,37,100455.0,12036.0,36,11.0,652.0,C,home_improvement,NY,MORTGAGE,2,0,0.8184,0.9,0.1231,0
102146,2023-02-11,41,121377.0,11644.0,60,12.0,762.0,D,medical,IL,RENT,1,0,0.5762,0.7835,0.0949,1
102147,2023-09-17,29,82202.0,22270.0,36,4.0,708.0,A,medical,NC,OWN,2,0,0.4069,0.9,0.0657,0
102148,2022-11-15,64,66219.0,17736.0,36,14.0,723.0,C,debt_consolidation,CA,MORTGAGE,1,0,0.3157,0.9,0.0804,0
102149,2023-08-03,59,97714.0,14334.0,60,0.0,717.0,A,medical,IL,RENT,7,1,0.3849,0.9,0.0603,0
102150,2022-08-20,60,101061.0,17255.0,60,1.0,717.0,B,education,CA,MORTGAGE,0,1,0.1603,0.9,0.074,0
102151,2023-01-26,36,64210.0,32351.0,36,10.0,799.0,E,home_improvement,FL,RENT,4,0,0.4296,0.9,0.0963,1
102152,2022-03-26,35,84909.0,14013.0,60,9.0,695.0,D,debt_consolidation,WA,RENT,0,0,0.2349,0.9,0.1426,0
102153,2022-07-18,60,110416.0,13752.0,36,8.0,629.0,A,home_improvement,CA,RENT,1,0,0.3606,0.9,0.0781,0
102154,2023-02-14,46,131714.0,2633.0,36,14.0,728.0,B,medical,WA,MORTGAGE,1,0,,0.2906,0.05,0
102155,2022-10-07,53,97278.0,17619.0,60,13.0,656.0,B,home_improvement,NC,RENT,1,0,0.5459,0.9,0.105,0
102156,2023-09-06,43,76324.0,23912.0,36,11.0,683.0,E,debt_consolidation,NY,RENT,2,1,0.1498,0.9,0.142,0
102157,2023-01-06,41,73378.0,25526.0,60,2.0,712.0,D,debt_consolidation,GA,MORTGAGE,1,0,0.4114,0.9,0.1359,1
102158,2023-03-25,50,91722.0,18974.0,36,1.0,641.0,C,small_business,IL,MORTGAGE,2,0,0.6172,0.9,0.1162,1
102159,2022-04-24,58,71530.0,26603.0,36,2.0,659.0,B,debt_consolidation,NC,MORTGAGE,2,1,0.7599,0.9,0.0935,0
102160,2023-02-18,36,80689.0,24581.0,36,9.0,719.0,E,home_improvement,IL,MORTGAGE,1,0,0.4651,0.9,0.1285,0
102161,2022-03-03,58,43264.0,28017.0,36,11.0,657.0,D,small_business,GA,MORTGAGE,0,1,0.9194,0.9,0.115,1
102162,2022-10-07,32,113912.0,26859.0,60,12.0,748.0,B,medical,TX,MORTGAGE,2,2,0.6201,0.9,0.0839,0
102163,2022-03-14,39,,32130.0,36,1.0,631.0,C,debt_consolidation,NY,RENT,3,0,0.4923,0.9,0.1117,1
102164,2023-01-23,62,62037.0,16473.0,36,4.0,631.0,C,debt_consolidation,FL,MORTGAGE,2,1,0.7287,0.9,0.1241,0
102165,2023-04-17,64,77928.0,6056.0,36,5.0,804.0,C,medical,NC,RENT,1,0,0.3786,0.6767,0.05,0
102166,2023-05-05,63,134730.0,23973.0,36,10.0,598.0,C,home_improvement,WA,MORTGAGE,0,0,0.2704,0.9,0.1374,0
102167,2023-10-22,35,62320.0,25025.0,36,0.0,688.0,B,education,TX,RENT,0,1,0.6658,0.9,0.0778,1
102168,2022-08-01,59,55020.0,32130.0,36,13.0,801.0,D,debt_consolidation,NC,RENT,1,1,0.5861,0.9,0.0709,1
102169,2023-07-01,64,58475.0,29532.0,36,1.0,688.0,D,debt_consolidation,IL,RENT,3,0,0.6888,0.9,0.1189,1
102170,2023-11-28,65,124767.0,35509.0,36,8.0,771.0,C,medical,FL,MORTGAGE,1,1,0.6842,0.9,0.0592,0
102171,2023-02-03,21,18000.0,23579.0,36,14.0,729.0,C,education,FL,RENT,1,1,0.8821,0.9,0.0614,1
102172,2022-01-16,55,44918.0,20059.0,36,3.0,690.0,A,debt_consolidation,WA,MORTGAGE,0,0,0.1897,0.9,0.0669,0
102173,2023-07-27,66,156939.0,5535.0,36,10.0,682.0,C,education,NC,RENT,1,0,0.4091,0.4015,0.1087,1
102174,2022-09-02,56,92726.0,20773.0,36,8.0,563.0,D,education,IL,MORTGAGE,2,1,0.4224,0.9,0.1644,0
102175,2022-03-03,31,41820.0,13027.0,36,13.0,671.0,C,medical,GA,MORTGAGE,1,1,0.7133,0.9,0.0985,0
102176,2023-12-18,56,73742.0,19904.0,36,9.0,704.0,E,medical,WA,OWN,0,1,0.5545,0.9,0.141,1
102177,2022-10-28,25,77024.0,18491.0,36,13.0,704.0,D,education,CA,RENT,1,2,0.7141,0.9,0.1182,1
102178,2023-08-15,43,100384.0,22246.0,60,6.0,838.0,D,small_business,GA,RENT,1,0,0.5366,0.9,0.072,0
102179,2022-08-15,49,130185.0,17124.0,36,2.0,707.0,C,medical,IL,RENT,1,1,0.4763,0.9,0.0723,1
102180,2022-02-10,41,86657.0,26415.0,60,10.0,728.0,B,home_improvement,IL,MORTGAGE,3,1,0.6161,0.9,0.0804,0
102181,2023-01-23,53,58806.0,1000.0,36,15.0,760.0,E,education,IL,MORTGAGE,0,0,0.5323,0.1994,0.1196,0
102182,2022-09-21,32,98613.0,19710.0,36,6.0,722.0,D,home_improvement,CA,RENT,2,0,0.558,0.9,0.1029,0
102183,2023-05-04,48,54052.0,28822.0,60,13.0,685.0,E,home_improvement,NC,OWN,0,0,0.6104,0.9,0.1611,1
102184,2023-05-17,50,44000.0,34830.0,36,14.0,685.0,C,education,NC,RENT,2,0,0.5667,0.9,0.0993,1
102185,2023-09-29,50,22203.0,24588.0,36,10.0,669.0,C,medical,NC,MORTGAGE,1,1,0.6765,0.9,0.1001,1
102186,2023-02-07,34,28046.0,33164.0,36,12.0,717.0,B,small_business,IL,MORTGAGE,2,0,0.4904,0.9,0.0588,0
102187,2023-05-31,35,48107.0,19520.0,36,9.0,680.0,C,education,TX,OWN,1,0,0.5139,0.9,0.0951,1
102188,2023-11-14,32,39666.0,18026.0,36,12.0,727.0,C,small_business,IL,MORTGAGE,2,0,0.2798,0.9,0.0809,0
102189,2023-12-06,42,84397.0,22765.0,60,5.0,629.0,E,debt_consolidation,NY,MORTGAGE,3,0,0.6766,0.9,0.1912,1
102190,2023-07-30,47,39018.0,17971.0,36,8.0,699.0,D,small_business,IL,RENT,1,1,0.8223,0.9,0.1053,1
102191,2023-04-02,37,18000.0,10959.0,36,1.0,783.0,C,medical,GA,RENT,2,0,0.1196,0.9,0.0588,0
102192,2023-04-27,39,43683.0,13363.0,36,3.0,677.0,C,debt_consolidation,TX,MORTGAGE,2,0,0.6082,0.9,0.103,1
102193,2023-09-21,34,60844.0,7991.0,36,9.0,801.0,A,debt_consolidation,FL,RENT,1,0,,0.9,0.05,0
102194,2023-03-18,31,56837.0,22755.0,60,11.0,700.0,B,education,FL,MORTGAGE,1,1,0.4431,0.9,0.0948,0
102195,2023-03-24,51,120586.0,18103.0,36,0.0,687.0,F,debt_consolidation,NC,RENT,3,1,0.6055,0.9,0.1882,1
102196,2023-12-30,58,,14757.0,60,1.0,697.0,D,medical,IL,RENT,2,2,0.4741,0.9,0.1381,1
102197,2023-07-23,34,,12900.0,36,0.0,671.0,C,education,NY,MORTGAGE,1,0,0.5585,0.9,0.1216,0
102198,2023-01-02,60,74431.0,22546.0,36,8.0,571.0,E,education,FL,RENT,1,0,0.4081,0.9,0.2019,1
102199,2023-02-16,47,73731.0,25024.0,36,5.0,743.0,A,education,NY,MORTGAGE,4,0,0.781,0.9,0.0528,0
102200,2022-01-04,28,49939.0,7825.0,60,0.0,822.0,F,small_business,TX,OWN,1,1,0.4334,0.9,0.1289,1
102201,2022-12-28,37,73237.0,6411.0,36,12.0,719.0,D,medical,WA,RENT,2,0,0.3278,0.8128,0.11,1
102202,2023-06-26,21,52047.0,26591.0,36,8.0,722.0,A,home_improvement,GA,RENT,1,0,0.5494,0.9,0.0597,0
102203,2022-08-19,22,80101.0,5624.0,60,0.0,679.0,D,education,TX,RENT,2,0,0.313,0.7298,0.138,0
102204,2023-01-18,36,67913.0,22927.0,36,10.0,759.0,A,medical,FL,MORTGAGE,2,0,0.527,0.9,0.05,0
102205,2022-12-18,41,46661.0,32552.0,36,14.0,688.0,C,home_improvement,GA,MORTGAGE,1,0,0.8094,0.9,0.0715,1
102206,2023-09-08,57,104757.0,32573.0,60,6.0,706.0,B,education,WA,OWN,1,0,0.471,0.9,0.0848,0
102207,2022-08-18,27,87805.0,24641.0,36,15.0,596.0,B,home_improvement,CA,RENT,1,0,0.2091,0.9,0.1062,0
102208,2022-11-25,59,61558.0,24379.0,36,6.0,658.0,C,debt_consolidation,CA,RENT,1,0,0.397,0.9,0.0919,1
102209,2022-06-11,31,79365.0,38267.0,36,1.0,712.0,C,small_business,CA,RENT,1,0,0.6425,0.9,0.0891,1
102210,2022-04-29,27,72485.0,1000.0,60,1.0,744.0,A,medical,IL,RENT,2,0,0.5014,0.3053,0.0511,0
102211,2023-02-28,53,48972.0,13821.0,36,1.0,746.0,D,small_business,NC,MORTGAGE,5,1,0.6203,0.9,0.0749,1
102212,2023-04-24,56,77115.0,25636.0,60,,595.0,B,small_business,CA,OWN,0,0,0.3535,0.9,0.1526,0
102213,2023-02-23,48,56370.0,14964.0,60,6.0,601.0,C,small_business,WA,RENT,0,1,0.3976,0.9,0.1546,1
102214,2023-10-30,26,46652.0,29158.0,36,7.0,725.0,C,home_improvement,WA,MORTGAGE,1,1,0.6067,0.9,0.0757,1
